Threshold,Our Precision,Our Recall,Our F1,Selfcheck Precision,Selfcheck Recall,Selfcheck F1
0.49,0.6956521739130435,0.5517241379310345,0.6153846153846154,0.36363636363636365,0.41379310344827586,0.3870967741935484
0.5,0.6956521739130435,0.5517241379310345,0.6153846153846154,0.36363636363636365,0.41379310344827586,0.3870967741935484
0.51,0.7777777777777778,0.2413793103448276,0.368421052631579,0.3793103448275862,0.3793103448275862,0.3793103448275862
0.52,0.7777777777777778,0.2413793103448276,0.368421052631579,0.3793103448275862,0.3793103448275862,0.3793103448275862
0.53,0.7777777777777778,0.2413793103448276,0.368421052631579,0.3793103448275862,0.3793103448275862,0.3793103448275862
0.54,0.7777777777777778,0.2413793103448276,0.368421052631579,0.3793103448275862,0.3793103448275862,0.3793103448275862
0.55,0.7777777777777778,0.2413793103448276,0.368421052631579,0.3793103448275862,0.3793103448275862,0.3793103448275862
0.56,0.7777777777777778,0.2413793103448276,0.368421052631579,0.3793103448275862,0.3793103448275862,0.3793103448275862
0.57,0.7777777777777778,0.2413793103448276,0.368421052631579,0.3793103448275862,0.3793103448275862,0.3793103448275862
0.58,0.7777777777777778,0.2413793103448276,0.368421052631579,0.3793103448275862,0.3793103448275862,0.3793103448275862
0.59,0.7777777777777778,0.2413793103448276,0.368421052631579,0.3793103448275862,0.3793103448275862,0.3793103448275862
0.6,0.7777777777777778,0.2413793103448276,0.368421052631579,0.3793103448275862,0.3793103448275862,0.3793103448275862
0.61,1.0,0.13793103448275862,0.2424242424242424,0.4166666666666667,0.3448275862068966,0.37735849056603776
0.62,1.0,0.13793103448275862,0.2424242424242424,0.4166666666666667,0.3448275862068966,0.37735849056603776
0.63,1.0,0.13793103448275862,0.2424242424242424,0.4166666666666667,0.3448275862068966,0.37735849056603776
0.64,1.0,0.13793103448275862,0.2424242424242424,0.4166666666666667,0.3448275862068966,0.37735849056603776
0.65,1.0,0.13793103448275862,0.2424242424242424,0.4166666666666667,0.3448275862068966,0.37735849056603776
0.66,1.0,0.13793103448275862,0.2424242424242424,0.4166666666666667,0.3448275862068966,0.37735849056603776
0.67,1.0,0.13793103448275862,0.2424242424242424,0.4166666666666667,0.3448275862068966,0.37735849056603776
0.68,1.0,0.13793103448275862,0.2424242424242424,0.4166666666666667,0.3448275862068966,0.37735849056603776
0.69,1.0,0.13793103448275862,0.2424242424242424,0.4166666666666667,0.3448275862068966,0.37735849056603776
0.7,1.0,0.13793103448275862,0.2424242424242424,0.4166666666666667,0.3448275862068966,0.37735849056603776
0.71,1.0,0.034482758620689655,0.06666666666666667,0.4090909090909091,0.3103448275862069,0.35294117647058826
0.72,1.0,0.034482758620689655,0.06666666666666667,0.4090909090909091,0.3103448275862069,0.35294117647058826
0.73,1.0,0.034482758620689655,0.06666666666666667,0.4090909090909091,0.3103448275862069,0.35294117647058826
0.74,1.0,0.034482758620689655,0.06666666666666667,0.4090909090909091,0.3103448275862069,0.35294117647058826
0.75,1.0,0.034482758620689655,0.06666666666666667,0.4090909090909091,0.3103448275862069,0.35294117647058826
0.76,1.0,0.034482758620689655,0.06666666666666667,0.4090909090909091,0.3103448275862069,0.35294117647058826
0.77,1.0,0.034482758620689655,0.06666666666666667,0.4090909090909091,0.3103448275862069,0.35294117647058826
0.78,1.0,0.034482758620689655,0.06666666666666667,0.4090909090909091,0.3103448275862069,0.35294117647058826
0.79,1.0,0.034482758620689655,0.06666666666666667,0.4090909090909091,0.3103448275862069,0.35294117647058826
0.8,1.0,0.034482758620689655,0.06666666666666667,0.4090909090909091,0.3103448275862069,0.35294117647058826
0.81,1.0,0.034482758620689655,0.06666666666666667,0.3888888888888889,0.2413793103448276,0.2978723404255319
0.82,1.0,0.034482758620689655,0.06666666666666667,0.3888888888888889,0.2413793103448276,0.2978723404255319
0.83,1.0,0.034482758620689655,0.06666666666666667,0.3888888888888889,0.2413793103448276,0.2978723404255319
0.84,1.0,0.034482758620689655,0.06666666666666667,0.3888888888888889,0.2413793103448276,0.2978723404255319
0.85,1.0,0.034482758620689655,0.06666666666666667,0.3888888888888889,0.2413793103448276,0.2978723404255319
0.86,1.0,0.034482758620689655,0.06666666666666667,0.4117647058823529,0.2413793103448276,0.3043478260869565
0.87,1.0,0.034482758620689655,0.06666666666666667,0.4117647058823529,0.2413793103448276,0.3043478260869565
0.88,1.0,0.034482758620689655,0.06666666666666667,0.4117647058823529,0.2413793103448276,0.3043478260869565
0.89,1.0,0.034482758620689655,0.06666666666666667,0.4117647058823529,0.2413793103448276,0.3043478260869565
0.9,1.0,0.034482758620689655,0.06666666666666667,0.4117647058823529,0.2413793103448276,0.3043478260869565
0.91,0.0,0.0,0.0,0.36363636363636365,0.13793103448275862,0.2
0.92,0.0,0.0,0.0,0.36363636363636365,0.13793103448275862,0.2
0.93,0.0,0.0,0.0,0.36363636363636365,0.13793103448275862,0.2
0.94,0.0,0.0,0.0,0.36363636363636365,0.13793103448275862,0.2
0.95,0.0,0.0,0.0,0.36363636363636365,0.13793103448275862,0.2
0.96,0.0,0.0,0.0,0.36363636363636365,0.13793103448275862,0.2
0.97,0.0,0.0,0.0,0.36363636363636365,0.13793103448275862,0.2
0.98,0.0,0.0,0.0,0.36363636363636365,0.13793103448275862,0.2
0.99,0.0,0.0,0.0,0.36363636363636365,0.13793103448275862,0.2
1.0,0.0,0.0,0.0,0.36363636363636365,0.13793103448275862,0.2
