Threshold,Our Precision,Our Recall,Our F1,Selfcheck Precision,Selfcheck Recall,Selfcheck F1
0.51,0.8928571428571429,0.5208333333333334,0.6578947368421053,0.8571428571428571,0.25,0.3870967741935483
0.52,0.8928571428571429,0.5208333333333334,0.6578947368421053,0.8571428571428571,0.25,0.3870967741935483
0.53,0.8928571428571429,0.5208333333333334,0.6578947368421053,0.8571428571428571,0.25,0.3870967741935483
0.54,0.8928571428571429,0.5208333333333334,0.6578947368421053,0.8571428571428571,0.25,0.3870967741935483
0.55,0.8928571428571429,0.5208333333333334,0.6578947368421053,0.8571428571428571,0.25,0.3870967741935483
0.56,0.9545454545454546,0.4375,0.6,0.8571428571428571,0.25,0.3870967741935483
0.57,0.9545454545454546,0.4375,0.6,0.8571428571428571,0.25,0.3870967741935483
0.58,0.9545454545454546,0.4375,0.6,0.8571428571428571,0.25,0.3870967741935483
0.59,0.9545454545454546,0.4375,0.6,0.8571428571428571,0.25,0.3870967741935483
0.6,0.9545454545454546,0.4375,0.6,0.8571428571428571,0.25,0.3870967741935483
0.61,0.9411764705882353,0.3333333333333333,0.49230769230769234,1.0,0.14583333333333334,0.2545454545454546
0.62,0.9411764705882353,0.3333333333333333,0.49230769230769234,1.0,0.14583333333333334,0.2545454545454546
0.63,0.9411764705882353,0.3333333333333333,0.49230769230769234,1.0,0.14583333333333334,0.2545454545454546
0.64,0.9411764705882353,0.3333333333333333,0.49230769230769234,1.0,0.14583333333333334,0.2545454545454546
0.65,0.9411764705882353,0.3333333333333333,0.49230769230769234,1.0,0.14583333333333334,0.2545454545454546
0.66,0.9230769230769231,0.25,0.39344262295081966,1.0,0.14583333333333334,0.2545454545454546
0.67,0.9230769230769231,0.25,0.39344262295081966,1.0,0.14583333333333334,0.2545454545454546
0.68,0.9230769230769231,0.25,0.39344262295081966,1.0,0.14583333333333334,0.2545454545454546
0.69,0.9230769230769231,0.25,0.39344262295081966,1.0,0.14583333333333334,0.2545454545454546
0.7,0.9230769230769231,0.25,0.39344262295081966,1.0,0.14583333333333334,0.2545454545454546
0.71,0.9,0.1875,0.31034482758620696,1.0,0.14583333333333334,0.2545454545454546
0.72,0.9,0.1875,0.31034482758620696,1.0,0.14583333333333334,0.2545454545454546
0.73,0.9,0.1875,0.31034482758620696,1.0,0.14583333333333334,0.2545454545454546
0.74,0.9,0.1875,0.31034482758620696,1.0,0.14583333333333334,0.2545454545454546
0.75,0.9,0.1875,0.31034482758620696,1.0,0.14583333333333334,0.2545454545454546
0.76,1.0,0.125,0.2222222222222222,1.0,0.14583333333333334,0.2545454545454546
0.77,1.0,0.125,0.2222222222222222,1.0,0.14583333333333334,0.2545454545454546
0.78,1.0,0.125,0.2222222222222222,1.0,0.14583333333333334,0.2545454545454546
0.79,1.0,0.125,0.2222222222222222,1.0,0.14583333333333334,0.2545454545454546
0.8,1.0,0.125,0.2222222222222222,1.0,0.14583333333333334,0.2545454545454546
0.81,1.0,0.08333333333333333,0.15384615384615385,1.0,0.10416666666666667,0.18867924528301885
0.82,1.0,0.08333333333333333,0.15384615384615385,1.0,0.10416666666666667,0.18867924528301885
0.83,1.0,0.08333333333333333,0.15384615384615385,1.0,0.10416666666666667,0.18867924528301885
0.84,1.0,0.08333333333333333,0.15384615384615385,1.0,0.10416666666666667,0.18867924528301885
0.85,1.0,0.08333333333333333,0.15384615384615385,1.0,0.10416666666666667,0.18867924528301885
0.86,1.0,0.0625,0.11764705882352941,1.0,0.10416666666666667,0.18867924528301885
0.87,1.0,0.0625,0.11764705882352941,1.0,0.10416666666666667,0.18867924528301885
0.88,1.0,0.0625,0.11764705882352941,1.0,0.10416666666666667,0.18867924528301885
0.89,1.0,0.0625,0.11764705882352941,1.0,0.10416666666666667,0.18867924528301885
0.9,1.0,0.0625,0.11764705882352941,1.0,0.10416666666666667,0.18867924528301885
0.91,1.0,0.020833333333333332,0.04081632653061225,1.0,0.10416666666666667,0.18867924528301885
0.92,1.0,0.020833333333333332,0.04081632653061225,1.0,0.10416666666666667,0.18867924528301885
0.93,1.0,0.020833333333333332,0.04081632653061225,1.0,0.10416666666666667,0.18867924528301885
0.94,1.0,0.020833333333333332,0.04081632653061225,1.0,0.10416666666666667,0.18867924528301885
0.95,1.0,0.020833333333333332,0.04081632653061225,1.0,0.10416666666666667,0.18867924528301885
0.96,1.0,0.020833333333333332,0.04081632653061225,1.0,0.10416666666666667,0.18867924528301885
0.97,1.0,0.020833333333333332,0.04081632653061225,1.0,0.10416666666666667,0.18867924528301885
0.98,1.0,0.020833333333333332,0.04081632653061225,1.0,0.10416666666666667,0.18867924528301885
0.99,1.0,0.020833333333333332,0.04081632653061225,1.0,0.10416666666666667,0.18867924528301885
1.0,1.0,0.020833333333333332,0.04081632653061225,1.0,0.10416666666666667,0.18867924528301885
